tourney_id,tourney_name,tourney_location,surface,draw_size,tourney_level,tourney_date
1978-D013,Davis Cup AME PR: MEX vs CAN,Davis Cup AME PR: MEX vs CAN,Clay,4,D,19781027
1978-D003,Davis Cup SAM PR: ECU vs ARG,Davis Cup SAM PR: ECU vs ARG,Carpet,4,D,19781027
1978-D012,Davis Cup SAM PR: BRA vs URU,Davis Cup SAM PR: BRA vs URU,,4,D,19781101
1978-D032,Davis Cup G1 PR: INA vs TPE,Davis Cup G1 PR: INA vs TPE,,4,D,19781103
1978-D031,Davis Cup G1 QF: IND vs INA,Davis Cup G1 QF: IND vs INA,,4,D,19781205
1978-D039,Davis Cup EUR QF: JPN vs PAK,Davis Cup EUR QF: JPN vs PAK,,4,D,19781208
1978-D016,Davis Cup EUR SF: MEX vs COL,Davis Cup EUR SF: MEX vs COL,Clay,4,D,19781208
1978-D026,Davis Cup WG F: USA vs GBR,Davis Cup WG F: USA vs GBR,Hard,4,D,19781208
1979-D039,Davis Cup EUR SF: NZL vs JPN,Davis Cup EUR SF: NZL vs JPN,Grass,4,D,19790209
1979-D004,Davis Cup WG SF: IND vs AUS,Davis Cup WG SF: IND vs AUS,Clay,4,D,19790209
1979-D017,Davis Cup AME F: USA vs COL,Davis Cup AME F: USA vs COL,Hard,4,D,19790316
1979-D005,Davis Cup EUR F: NZL vs AUS,Davis Cup EUR F: NZL vs AUS,Grass,4,D,19790316
1979-D007,Davis Cup EUR PR: AUT vs EGY,Davis Cup EUR PR: AUT vs EGY,,4,D,19790316
1979-D010,Davis Cup EUR PR: BEL vs ROU,Davis Cup EUR PR: BEL vs ROU,,4,D,19790316
1979-D023,Davis Cup EUR PR: ESP vs URS,Davis Cup EUR PR: ESP vs URS,,4,D,19790316
1979-D029,Davis Cup EUR PR: FRG vs ISR,Davis Cup EUR PR: FRG vs ISR,,4,D,19790316
1979-D019,Davis Cup EUR PR: ITA vs DEN,Davis Cup EUR PR: ITA vs DEN,Clay,4,D,19790316
1979-D025,Davis Cup EUR PR: NED vs FRA,Davis Cup EUR PR: NED vs FRA,Carpet,4,D,19790316
1979-D024,Davis Cup EUR PR: POL vs FIN,Davis Cup EUR PR: POL vs FIN,,4,D,19790316
1979-D049,Davis Cup EUR PR: SUI vs YUG,Davis Cup EUR PR: SUI vs YUG,,4,D,19790316
1979-D002,Davis Cup SAM F: ARG vs CHI,Davis Cup SAM F: ARG vs CHI,Clay,4,D,19790316
1979-D008,Davis Cup EUR QF: AUT vs ESP,Davis Cup EUR QF: AUT vs ESP,,4,D,19790615
1979-D026,Davis Cup EUR QF: FRA vs SUI,Davis Cup EUR QF: FRA vs SUI,Clay,4,D,19790615
1979-D036,Davis Cup EUR QF: POL vs ITA,Davis Cup EUR QF: POL vs ITA,,4,D,19790615
1979-D030,Davis Cup EUR QF: ROU vs FRG,Davis Cup EUR QF: ROU vs FRG,Clay,4,D,19790615
1979-D027,Davis Cup EUR SF: FRA vs TCH,Davis Cup EUR SF: FRA vs TCH,Clay,4,D,19790713
1979-D022,Davis Cup EUR SF: GBR vs ESP,Davis Cup EUR SF: GBR vs ESP,Grass,4,D,19790713
1979-D032,Davis Cup EUR SF: ITA vs HUN,Davis Cup EUR SF: ITA vs HUN,Clay,4,D,19790713
1979-D048,Davis Cup EUR SF: ROU vs SWE,Davis Cup EUR SF: ROU vs SWE,Clay,4,D,19790713
1979-D042,Davis Cup EUR PQ: LUX vs TUR,Davis Cup EUR PQ: LUX vs TUR,,4,D,19790801
1979-D003,Davis Cup AME F: USA vs ARG,Davis Cup AME F: USA vs ARG,Carpet,4,D,19790914
1979-D028,Davis Cup EUR F: ITA vs GBR,Davis Cup EUR F: ITA vs GBR,Clay,4,D,19790914
1979-D050,Davis Cup EUR F: TCH vs SWE,Davis Cup EUR F: TCH vs SWE,Clay,4,D,19790914
1979-D001,Davis Cup EUR PQ: ALG vs MAR,Davis Cup EUR PQ: ALG vs MAR,Clay,4,D,19790914
1979-D021,Davis Cup EUR PR: FIN vs EGY,Davis Cup EUR PR: FIN vs EGY,,4,D,19790914
1979-D031,Davis Cup EUR PR: GRE vs URS,Davis Cup EUR PR: GRE vs URS,,4,D,19790914
1979-D013,Davis Cup EUR PR: IRL vs BUL,Davis Cup EUR PR: IRL vs BUL,,4,D,19790914
1979-D035,Davis Cup EUR PR: ISR vs MON,Davis Cup EUR PR: ISR vs MON,Hard,4,D,19790914
1979-D020,Davis Cup EUR PR: NED vs DEN,Davis Cup EUR PR: NED vs DEN,Clay,4,D,19790914
1979-D044,Davis Cup EUR PR: NOR vs TUR,Davis Cup EUR PR: NOR vs TUR,Clay,4,D,19790914
1979-D047,Davis Cup EUR PR: YUG vs POR,Davis Cup EUR PR: YUG vs POR,Clay,4,D,19790914
1979-D037,Davis Cup EUR SF: ITA vs TCH,Davis Cup EUR SF: ITA vs TCH,Clay,4,D,19791005
1979-D006,Davis Cup WG SF: AUS vs USA,Davis Cup WG SF: AUS vs USA,Grass,4,D,19791005
1979-D014,Davis Cup AME PR: CAR vs CAN,Davis Cup AME PR: CAR vs CAN,Hard,4,D,19791006
1979-D045,Davis Cup SAM PR: PER vs URU,Davis Cup SAM PR: PER vs URU,,4,D,19791006
1979-D041,Davis Cup WG PQ: KOR vs PAK,Davis Cup WG PQ: KOR vs PAK,,4,D,19791006
1979-D015,Davis Cup AME PR: CAN vs MEX,Davis Cup AME PR: CAN vs MEX,Hard,4,D,19791027
1979-D018,Davis Cup AME PR: VEN vs COL,Davis Cup AME PR: VEN vs COL,,4,D,19791027
1979-D009,Davis Cup EUR PR: MAR vs BEL,Davis Cup EUR PR: MAR vs BEL,,4,D,19791027
1979-D012,Davis Cup SAM PR: ECU vs BRA,Davis Cup SAM PR: ECU vs BRA,Clay,4,D,19791027
1979-D016,Davis Cup SAM PR: URU vs CHI,Davis Cup SAM PR: URU vs CHI,,4,D,19791027
1979-D051,Davis Cup WG PR: TPE vs THA,Davis Cup WG PR: TPE vs THA,Hard,4,D,19791031
1979-D033,Davis Cup G1 PR: KOR vs INA,Davis Cup G1 PR: KOR vs INA,,4,D,19791109
1979-D034,Davis Cup G1 QF: KOR vs IND,Davis Cup G1 QF: KOR vs IND,,4,D,19791207
1979-D040,Davis Cup G1 QF: TPE vs JPN,Davis Cup G1 QF: TPE vs JPN,Hard,4,D,19791207
1979-D043,Davis Cup WG SF: MEX vs VEN,Davis Cup WG SF: MEX vs VEN,Clay,4,D,19791207
1979-D011,Davis Cup SAM SF: BRA vs CHI,Davis Cup SAM SF: BRA vs CHI,,4,D,19791214
1979-D038,Davis Cup WG F: USA vs ITA,Davis Cup WG F: USA vs ITA,Carpet,4,D,19791214
1980-D001,Davis Cup SAM F: BRA vs ARG,Davis Cup SAM F: BRA vs ARG,Clay,4,D,19800201
1980-D027,Davis Cup EUR PR: YUG vs ROU,Davis Cup EUR PR: YUG vs ROU,Hard,4,D,19800204
1980-D024,Davis Cup AFR SF: NZL vs KOR,Davis Cup AFR SF: NZL vs KOR,Grass,4,D,19800208
1980-D005,Davis Cup AME SF: AUS vs JPN,Davis Cup AME SF: AUS vs JPN,Carpet,4,D,19800208
1980-D007,Davis Cup EUR PR: BEL vs AUT,Davis Cup EUR PR: BEL vs AUT,,4,D,19800208
1980-D009,Davis Cup EUR PR: BUL vs HUN,Davis Cup EUR PR: BUL vs HUN,,4,D,19800208
1980-D011,Davis Cup EUR PR: ESP vs NED,Davis Cup EUR PR: ESP vs NED,,4,D,19800208
1980-D013,Davis Cup EUR PR: FIN vs POL,Davis Cup EUR PR: FIN vs POL,,4,D,19800208
1980-D014,Davis Cup EUR PR: FRA vs URS,Davis Cup EUR PR: FRA vs URS,Carpet,4,D,19800208
1980-D017,Davis Cup EUR PR: FRG vs NOR,Davis Cup EUR PR: FRG vs NOR,Clay,4,D,19800208
1980-D020,Davis Cup EUR PR: SUI vs ISR,Davis Cup EUR PR: SUI vs ISR,,4,D,19800208
1980-D025,Davis Cup AME F: MEX vs USA,Davis Cup AME F: MEX vs USA,Clay,4,D,19800222
1980-D003,Davis Cup AME F: ARG vs USA,Davis Cup AME F: ARG vs USA,Clay,4,D,19800307
1980-D006,Davis Cup EUR F: AUS vs NZL,Davis Cup EUR F: AUS vs NZL,Grass,4,D,19800307
1980-D010,Davis Cup EUR QF: ESP vs FRG,Davis Cup EUR QF: ESP vs FRG,,4,D,19800307
1980-D012,Davis Cup EUR QF: FRA vs FIN,Davis Cup EUR QF: FRA vs FIN,Carpet,4,D,19800307
1980-D008,Davis Cup EUR QF: ROU vs AUT,Davis Cup EUR QF: ROU vs AUT,Hard,4,D,19800307
1980-D019,Davis Cup EUR QF: SUI vs HUN,Davis Cup EUR QF: SUI vs HUN,,4,D,19800307
1980-D018,Davis Cup EUR SF: SWE vs FRG,Davis Cup EUR SF: SWE vs FRG,Clay,4,D,19800610
1980-D016,Davis Cup EUR SF: GBR vs ROU,Davis Cup EUR SF: GBR vs ROU,Grass,4,D,19800613
1980-D021,Davis Cup EUR SF: ITA vs SUI,Davis Cup EUR SF: ITA vs SUI,Clay,4,D,19800613
1980-D015,Davis Cup EUR SF: TCH vs FRA,Davis Cup EUR SF: TCH vs FRA,Clay,4,D,19800613
1980-D022,Davis Cup EUR F: ITA vs SWE,Davis Cup EUR F: ITA vs SWE,Clay,4,D,19800711
1980-D026,Davis Cup EUR F: ROU vs TCH,Davis Cup EUR F: ROU vs TCH,Clay,4,D,19800711
1980-D002,Davis Cup WG SF: ARG vs TCH,Davis Cup WG SF: ARG vs TCH,Clay,4,D,19800919
1980-D004,Davis Cup WG SF: ITA vs AUS,Davis Cup WG SF: ITA vs AUS,Clay,4,D,19800919
1980-D023,Davis Cup WG F: TCH vs ITA,Davis Cup WG F: TCH vs ITA,Carpet,4,D,19801205
1981-D018,Davis Cup AME SF: COL vs CAN,Davis Cup AME SF: COL vs CAN,Clay,4,D,19810109
1981-D019,Davis Cup AME SF: VEN vs CAR,Davis Cup AME SF: VEN vs CAR,Hard,4,D,19810109
1981-D037,Davis Cup G1 QF: TPE vs INA,Davis Cup G1 QF: TPE vs INA,Hard,4,D,19810109
1981-D046,Davis Cup G2 QF: THA vs MAS,Davis Cup G2 QF: THA vs MAS,Hard,4,D,19810109
1981-D025,Davis Cup SAM SF: ECU vs URU,Davis Cup SAM SF: ECU vs URU,Clay,4,D,19810109
1981-D021,Davis Cup SAM SF: PER vs CHI,Davis Cup SAM SF: PER vs CHI,Clay,4,D,19810109
1981-D023,Davis Cup AME F: COL vs VEN,Davis Cup AME F: COL vs VEN,Clay,4,D,19810213
1981-D036,Davis Cup AOC SF: INA vs PAK,Davis Cup AOC SF: INA vs PAK,Clay,4,D,19810213
1981-D038,Davis Cup AOC SF: THA vs IND,Davis Cup AOC SF: THA vs IND,Hard,4,D,19810213
1981-D022,Davis Cup SAM F: CHI vs URU,Davis Cup SAM F: CHI vs URU,Clay,4,D,19810213
1981-D035,Davis Cup G1 F: INA vs IND,Davis Cup G1 F: INA vs IND,Clay,4,D,19810306
1981-D020,Davis Cup SAM F: COL vs CHI,Davis Cup SAM F: COL vs CHI,Clay,4,D,19810306
1981-D007,Davis Cup WG R1: FRA vs AUS,Davis Cup WG R1: FRA vs AUS,Carpet,4,D,19810306
1981-D004,Davis Cup WG R1: FRG vs ARG,Davis Cup WG R1: FRG vs ARG,Carpet,4,D,19810306
1981-D032,Davis Cup WG R1: GBR vs ITA,Davis Cup WG R1: GBR vs ITA,Carpet,4,D,19810306
1981-D043,Davis Cup WG R1: JPN vs SWE,Davis Cup WG R1: JPN vs SWE,Carpet,4,D,19810306
1981-D044,Davis Cup WG R1: KOR vs NZL,Davis Cup WG R1: KOR vs NZL,Clay,4,D,19810306
1981-D015,Davis Cup WG R1: ROU vs BRA,Davis Cup WG R1: ROU vs BRA,Hard,4,D,19810306
1981-D051,Davis Cup WG R1: SUI vs TCH,Davis Cup WG R1: SUI vs TCH,Hard,4,D,19810306
1981-D048,Davis Cup WG R1: USA vs MEX,Davis Cup WG R1: USA vs MEX,Hard,4,D,19810306
1981-D024,Davis Cup EUR R1: DEN vs POR,Davis Cup EUR R1: DEN vs POR,Clay,4,D,19810508
1981-D026,Davis Cup EUR R1: EGY vs GRE,Davis Cup EUR R1: EGY vs GRE,Clay,4,D,19810508
1981-D017,Davis Cup EUR R1: LUX vs BUL,Davis Cup EUR R1: LUX vs BUL,Clay,4,D,19810508
1981-D045,Davis Cup EUR R1: MON vs MAR,Davis Cup EUR R1: MON vs MAR,Clay,4,D,19810508
1981-D040,Davis Cup EUR R1: NOR vs IRL,Davis Cup EUR R1: NOR vs IRL,Clay,4,D,19810508
1981-D001,Davis Cup EUR QF: ALG vs ESP,Davis Cup EUR QF: ALG vs ESP,Clay,4,D,19810610
1981-D010,Davis Cup EUR QF: AUT vs DEN,Davis Cup EUR QF: AUT vs DEN,Clay,4,D,19810612
1981-D027,Davis Cup EUR QF: EGY vs HUN,Davis Cup EUR QF: EGY vs HUN,Clay,4,D,19810612
1981-D016,Davis Cup EUR QF: FIN vs BUL,Davis Cup EUR QF: FIN vs BUL,Clay,4,D,19810612
1981-D049,Davis Cup EUR QF: MON vs POL,Davis Cup EUR QF: MON vs POL,Clay,4,D,19810612
1981-D039,Davis Cup EUR QF: NED vs IRL,Davis Cup EUR QF: NED vs IRL,Clay,4,D,19810612
1981-D012,Davis Cup EUR QF: URS vs BEL,Davis Cup EUR QF: URS vs BEL,Clay,4,D,19810612
1981-D041,Davis Cup EUR QF: YUG vs ISR,Davis Cup EUR QF: YUG vs ISR,Clay,4,D,19810612
1981-D011,Davis Cup EUR SF: AUT vs URS,Davis Cup EUR SF: AUT vs URS,Clay,4,D,19810709
1981-D029,Davis Cup EUR SF: ESP vs MON,Davis Cup EUR SF: ESP vs MON,Clay,4,D,19810709
1981-D030,Davis Cup EUR SF: FIN vs NED,Davis Cup EUR SF: FIN vs NED,Clay,4,D,19810709
1981-D034,Davis Cup EUR SF: ISR vs HUN,Davis Cup EUR SF: ISR vs HUN,Hard,4,D,19810709
1981-D033,Davis Cup WG QF: NZL vs GBR,Davis Cup WG QF: NZL vs GBR,Grass,4,D,19810709
1981-D005,Davis Cup WG QF: ROU vs ARG,Davis Cup WG QF: ROU vs ARG,Hard,4,D,19810709
1981-D052,Davis Cup WG QF: USA vs TCH,Davis Cup WG QF: USA vs TCH,Hard,4,D,19810709
1981-D008,Davis Cup WG QF: SWE vs AUS,Davis Cup WG QF: SWE vs AUS,Clay,4,D,19810710
1981-D028,Davis Cup EUR F: ESP vs HUN,Davis Cup EUR F: ESP vs HUN,Clay,4,D,19810925
1981-D050,Davis Cup EUR F: URS vs NED,Davis Cup EUR F: URS vs NED,Clay,4,D,19810925
1981-D014,Davis Cup WG PO: BRA vs FRG,Davis Cup WG PO: BRA vs FRG,Clay,4,D,19811002
1981-D031,Davis Cup WG PO: FRA vs JPN,Davis Cup WG PO: FRA vs JPN,Clay,4,D,19811002
1981-D042,Davis Cup WG PO: ITA vs KOR,Davis Cup WG PO: ITA vs KOR,Clay,4,D,19811002
1981-D047,Davis Cup WG PO: MEX vs SUI,Davis Cup WG PO: MEX vs SUI,Clay,4,D,19811002
1981-D003,Davis Cup WG SF: ARG vs GBR,Davis Cup WG SF: ARG vs GBR,Clay,4,D,19811002
1981-D009,Davis Cup WG SF: USA vs AUS,Davis Cup WG SF: USA vs AUS,Carpet,4,D,19811002
1981-D006,Davis Cup WG F: USA vs ARG,Davis Cup WG F: USA vs ARG,Carpet,4,D,19811211
1982-D032,Davis Cup G2 R1: HKG vs PHI,Davis Cup G2 R1: HKG vs PHI,Hard,4,D,19820108
1982-D009,Davis Cup SAM QF: BOL vs ECU,Davis Cup SAM QF: BOL vs ECU,Clay,4,D,19820108
1982-D052,Davis Cup SAM QF: PAR vs PER,Davis Cup SAM QF: PAR vs PER,Clay,4,D,19820108
1982-D014,Davis Cup AME SF: VEN vs CAN,Davis Cup AME SF: VEN vs CAN,Hard,4,D,19820115
1982-D015,Davis Cup AME SF: COL vs CAR,Davis Cup AME SF: COL vs CAR,Clay,4,D,19820122
1982-D046,Davis Cup AOC QF: PHI vs KOR,Davis Cup AOC QF: PHI vs KOR,Clay,4,D,19820122
1982-D037,Davis Cup G1 QF: MAS vs INA,Davis Cup G1 QF: MAS vs INA,Carpet,4,D,19820122
1982-D056,Davis Cup G2 QF: SRI vs THA,Davis Cup G2 QF: SRI vs THA,Clay,4,D,19820122
1982-D010,Davis Cup SAM SF: BRA vs ECU,Davis Cup SAM SF: BRA vs ECU,Clay,4,D,19820122
1982-D053,Davis Cup SAM SF: URU vs PAR,Davis Cup SAM SF: URU vs PAR,Clay,4,D,19820122
1982-D045,Davis Cup G1 QF: TPE vs JPN,Davis Cup G1 QF: TPE vs JPN,Hard,4,D,19820201
1982-D012,Davis Cup AME F: CAN vs COL,Davis Cup AME F: CAN vs COL,Hard,4,D,19820305
1982-D044,Davis Cup EUR SF: JPN vs THA,Davis Cup EUR SF: JPN vs THA,Clay,4,D,19820305
1982-D036,Davis Cup G1 SF: INA vs KOR,Davis Cup G1 SF: INA vs KOR,Clay,4,D,19820305
1982-D020,Davis Cup SAM F: PAR vs ECU,Davis Cup SAM F: PAR vs ECU,Carpet,4,D,19820305
1982-D002,Davis Cup WG R1: ARG vs FRA,Davis Cup WG R1: ARG vs FRA,Clay,4,D,19820305
1982-D016,Davis Cup WG R1: CHI vs ROU,Davis Cup WG R1: CHI vs ROU,Clay,4,D,19820305
1982-D029,Davis Cup WG R1: ITA vs GBR,Davis Cup WG R1: ITA vs GBR,Clay,4,D,19820305
1982-D005,Davis Cup WG R1: MEX vs AUS,Davis Cup WG R1: MEX vs AUS,Clay,4,D,19820305
1982-D023,Davis Cup WG R1: NZL vs ESP,Davis Cup WG R1: NZL vs ESP,Grass,4,D,19820305
1982-D055,Davis Cup WG R1: SWE vs URS,Davis Cup WG R1: SWE vs URS,Carpet,4,D,19820305
1982-D030,Davis Cup WG R1: TCH vs FRG,Davis Cup WG R1: TCH vs FRG,Carpet,4,D,19820305
1982-D039,Davis Cup WG R1: USA vs IND,Davis Cup WG R1: USA vs IND,Hard,4,D,19820305
1982-D013,Davis Cup AME F: CAN vs PAR,Davis Cup AME F: CAN vs PAR,Hard,4,D,19820507
1982-D011,Davis Cup EUR R1: BUL vs DEN,Davis Cup EUR R1: BUL vs DEN,Clay,4,D,19820507
1982-D040,Davis Cup EUR R1: IRL vs LUX,Davis Cup EUR R1: IRL vs LUX,Hard,4,D,19820507
1982-D047,Davis Cup EUR R1: MAR vs POL,Davis Cup EUR R1: MAR vs POL,Clay,4,D,19820507
1982-D054,Davis Cup EUR R1: POR vs TUN,Davis Cup EUR R1: POR vs TUN,Clay,4,D,19820507
1982-D031,Davis Cup EUR R1: TUR vs GRE,Davis Cup EUR R1: TUR vs GRE,Clay,4,D,19820507
1982-D050,Davis Cup EUR R1: YUG vs NOR,Davis Cup EUR R1: YUG vs NOR,Clay,4,D,19820507
1982-D035,Davis Cup G1 F: INA vs JPN,Davis Cup G1 F: INA vs JPN,Clay,4,D,19820507
1982-D001,Davis Cup EUR QF: AUT vs ALG,Davis Cup EUR QF: AUT vs ALG,Clay,4,D,19820611
1982-D008,Davis Cup EUR QF: BEL vs ISR,Davis Cup EUR QF: BEL vs ISR,Clay,4,D,19820611
1982-D019,Davis Cup EUR QF: DEN vs NED,Davis Cup EUR QF: DEN vs NED,Clay,4,D,19820611
1982-D024,Davis Cup EUR QF: GRE vs FIN,Davis Cup EUR QF: GRE vs FIN,Clay,4,D,19820611
1982-D034,Davis Cup EUR QF: HUN vs YUG,Davis Cup EUR QF: HUN vs YUG,Clay,4,D,19820611
1982-D041,Davis Cup EUR QF: IRL vs MON,Davis Cup EUR QF: IRL vs MON,Hard,4,D,19820611
1982-D048,Davis Cup EUR QF: MAR vs SUI,Davis Cup EUR QF: MAR vs SUI,Clay,4,D,19820611
1982-D021,Davis Cup EUR QF: POR vs EGY,Davis Cup EUR QF: POR vs EGY,Clay,4,D,19820611
1982-D017,Davis Cup EUR SF: DEN vs EGY,Davis Cup EUR SF: DEN vs EGY,Clay,4,D,19820709
1982-D033,Davis Cup EUR SF: HUN vs ISR,Davis Cup EUR SF: HUN vs ISR,Clay,4,D,19820709
1982-D025,Davis Cup EUR SF: IRL vs FIN,Davis Cup EUR SF: IRL vs FIN,Hard,4,D,19820709
1982-D004,Davis Cup WG QF: AUS vs CHI,Davis Cup WG QF: AUS vs CHI,Grass,4,D,19820709
1982-D027,Davis Cup WG QF: FRA vs TCH,Davis Cup WG QF: FRA vs TCH,Clay,4,D,19820709
1982-D043,Davis Cup WG QF: ITA vs NZL,Davis Cup WG QF: ITA vs NZL,Clay,4,D,19820709
1982-D057,Davis Cup WG QF: USA vs SWE,Davis Cup WG QF: USA vs SWE,Carpet,4,D,19820709
1982-D007,Davis Cup EUR SF: AUT vs SUI,Davis Cup EUR SF: AUT vs SUI,Clay,4,D,19820806
1982-D018,Davis Cup EUR F: HUN vs DEN,Davis Cup EUR F: HUN vs DEN,Clay,4,D,19821001
1982-D042,Davis Cup EUR F: IRL vs SUI,Davis Cup EUR F: IRL vs SUI,Hard,4,D,19821001
1982-D003,Davis Cup WG PO: ARG vs FRG,Davis Cup WG PO: ARG vs FRG,Clay,4,D,19821001
1982-D022,Davis Cup WG PO: ESP vs GBR,Davis Cup WG PO: ESP vs GBR,Clay,4,D,19821001
1982-D049,Davis Cup WG PO: MEX vs ROU,Davis Cup WG PO: MEX vs ROU,Clay,4,D,19821001
1982-D038,Davis Cup WG PO: URS vs IND,Davis Cup WG PO: URS vs IND,Clay,4,D,19821001
1982-D006,Davis Cup WG SF: AUS vs USA,Davis Cup WG SF: AUS vs USA,Carpet,4,D,19821001
1982-D026,Davis Cup WG SF: FRA vs NZL,Davis Cup WG SF: FRA vs NZL,Clay,4,D,19821001
1982-D028,Davis Cup WG F: FRA vs USA,Davis Cup WG F: FRA vs USA,Clay,4,D,19821126
1983-D016,Davis Cup AME R1: PER vs BRA,Davis Cup AME R1: PER vs BRA,Clay,4,D,19830114
1983-D050,Davis Cup G2 R1: PHI vs MAS,Davis Cup G2 R1: PHI vs MAS,Clay,4,D,19830114
1983-D036,Davis Cup G2 R1: SRI vs HKG,Davis Cup G2 R1: SRI vs HKG,Clay,4,D,19830114
1983-D021,Davis Cup AME QF: CAN vs VEN,Davis Cup AME QF: CAN vs VEN,Hard,4,D,19830304
1983-D014,Davis Cup AME QF: COL vs BRA,Davis Cup AME QF: COL vs BRA,Clay,4,D,19830304
1983-D022,Davis Cup AME QF: ECU vs CAR,Davis Cup AME QF: ECU vs CAR,Clay,4,D,19830304
1983-D025,Davis Cup AME QF: JPN vs CHN,Davis Cup AME QF: JPN vs CHN,Hard,4,D,19830304
1983-D051,Davis Cup AME QF: URU vs MEX,Davis Cup AME QF: URU vs MEX,Clay,4,D,19830304
1983-D047,Davis Cup AOC QF: KOR vs PHI,Davis Cup AOC QF: KOR vs PHI,Clay,4,D,19830304
1983-D041,Davis Cup AOC QF: SRI vs IND,Davis Cup AOC QF: SRI vs IND,Clay,4,D,19830304
1983-D057,Davis Cup WG QF: TPE vs THA,Davis Cup WG QF: TPE vs THA,Hard,4,D,19830304
1983-D004,Davis Cup WG R1: ARG vs USA,Davis Cup WG R1: ARG vs USA,Clay,4,D,19830304
1983-D006,Davis Cup WG R1: AUS vs GBR,Davis Cup WG R1: AUS vs GBR,Grass,4,D,19830304
1983-D043,Davis Cup WG R1: ITA vs IRL,Davis Cup WG R1: ITA vs IRL,Clay,4,D,19830304
1983-D027,Davis Cup WG R1: NZL vs DEN,Davis Cup WG R1: NZL vs DEN,Grass,4,D,19830304
1983-D055,Davis Cup WG R1: PAR vs TCH,Davis Cup WG R1: PAR vs TCH,Carpet,4,D,19830304
1983-D024,Davis Cup WG R1: ROU vs CHI,Davis Cup WG R1: ROU vs CHI,Hard,4,D,19830304
1983-D039,Davis Cup WG R1: SWE vs INA,Davis Cup WG R1: SWE vs INA,Carpet,4,D,19830304
1983-D031,Davis Cup WG R1: URS vs FRA,Davis Cup WG R1: URS vs FRA,Carpet,4,D,19830304
1983-D001,Davis Cup EUR R1: ALG vs BUL,Davis Cup EUR R1: ALG vs BUL,Clay,4,D,19830504
1983-D020,Davis Cup AME SF: ECU vs CAN,Davis Cup AME SF: ECU vs CAN,Clay,4,D,19830506
1983-D017,Davis Cup AME SF: URU vs BRA,Davis Cup AME SF: URU vs BRA,Clay,4,D,19830506
1983-D042,Davis Cup AOC SF: IND vs THA,Davis Cup AOC SF: IND vs THA,Grass,4,D,19830506
1983-D010,Davis Cup EUR R1: AUT vs MAR,Davis Cup EUR R1: AUT vs MAR,Hard,4,D,19830506
1983-D049,Davis Cup EUR R1: MON vs LUX,Davis Cup EUR R1: MON vs LUX,Clay,4,D,19830506
1983-D013,Davis Cup EUR R1: POL vs BEL,Davis Cup EUR R1: POL vs BEL,Clay,4,D,19830506
1983-D052,Davis Cup EUR R1: POR vs NED,Davis Cup EUR R1: POR vs NED,Clay,4,D,19830506
1983-D059,Davis Cup EUR R1: TUR vs ZIM,Davis Cup EUR R1: TUR vs ZIM,Clay,4,D,19830506
1983-D058,Davis Cup EUR R1: YUG vs TUN,Davis Cup EUR R1: YUG vs TUN,Clay,4,D,19830506
1983-D046,Davis Cup G2 SF: JPN vs KOR,Davis Cup G2 SF: JPN vs KOR,Hard,4,D,19830506
1983-D012,Davis Cup EUR QF: BEL vs FRG,Davis Cup EUR QF: BEL vs FRG,Clay,4,D,19830610
1983-D018,Davis Cup EUR QF: BUL vs FIN,Davis Cup EUR QF: BUL vs FIN,Clay,4,D,19830610
1983-D028,Davis Cup EUR QF: EGY vs NED,Davis Cup EUR QF: EGY vs NED,Clay,4,D,19830610
1983-D029,Davis Cup EUR QF: ESP vs YUG,Davis Cup EUR QF: ESP vs YUG,Clay,4,D,19830610
1983-D038,Davis Cup EUR QF: HUN vs ZIM,Davis Cup EUR QF: HUN vs ZIM,Clay,4,D,19830610
1983-D045,Davis Cup EUR QF: MON vs ISR,Davis Cup EUR QF: MON vs ISR,Clay,4,D,19830610
1983-D011,Davis Cup EUR QF: NOR vs AUT,Davis Cup EUR QF: NOR vs AUT,Clay,4,D,19830610
1983-D035,Davis Cup EUR QF: SUI vs GRE,Davis Cup EUR QF: SUI vs GRE,Clay,4,D,19830610
1983-D009,Davis Cup EUR SF: AUT vs HUN,Davis Cup EUR SF: AUT vs HUN,Clay,4,D,19830708
1983-D019,Davis Cup EUR SF: BUL vs YUG,Davis Cup EUR SF: BUL vs YUG,Clay,4,D,19830708
1983-D032,Davis Cup EUR SF: ISR vs FRG,Davis Cup EUR SF: ISR vs FRG,Hard,4,D,19830708
1983-D053,Davis Cup EUR SF: SUI vs NED,Davis Cup EUR SF: SUI vs NED,Clay,4,D,19830708
1983-D007,Davis Cup WG QF: AUS vs ROU,Davis Cup WG QF: AUS vs ROU,Grass,4,D,19830708
1983-D030,Davis Cup WG QF: FRA vs PAR,Davis Cup WG QF: FRA vs PAR,Clay,4,D,19830708
1983-D002,Davis Cup WG QF: ITA vs ARG,Davis Cup WG QF: ITA vs ARG,Clay,4,D,19830708
1983-D054,Davis Cup WG QF: SWE vs NZL,Davis Cup WG QF: SWE vs NZL,Grass,4,D,19830708
1983-D015,Davis Cup AME F: ECU vs BRA,Davis Cup AME F: ECU vs BRA,Clay,4,D,19830930
1983-D033,Davis Cup EUR F: FRG vs SUI,Davis Cup EUR F: FRG vs SUI,Clay,4,D,19830930
1983-D040,Davis Cup EUR F: JPN vs IND,Davis Cup EUR F: JPN vs IND,Hard,4,D,19830930
1983-D037,Davis Cup EUR F: YUG vs HUN,Davis Cup EUR F: YUG vs HUN,Clay,4,D,19830930
